,joint_x,joint_y,joint_z,qx,qy,qz,qw,dt,object_x,object_y,object_z
0,0.41124488294488143,-0.42494217460178046,1.138777446109883,0.9949952964355301,0.09864855132671181,0.015805580693282303,0.0017340736030257535,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
1,0.41124488294488143,-0.42494217460178046,1.138777446109883,0.9949990714362625,0.09878205324577194,0.014696017112787058,0.001726522095278468,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
2,0.4112448852417846,-0.4249421717728525,1.1387774469227085,0.9950016036579041,0.09891543178354072,0.013586435176593496,0.0017189684310612702,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
3,0.4112448898193008,-0.4249421661350599,1.1387774485425952,0.9950028930972921,0.09904868677342497,0.012476836270597605,0.0017114126198088792,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
4,0.4112448790962352,-0.4249421754968223,1.1387774476042207,0.9950029397528161,0.09918181804898586,0.011367221780716582,0.001703854670958695,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
5,0.41124488013933513,-0.42494217442962706,1.1387774457278386,0.9950017436244176,0.09931482544393902,0.010257593092887088,0.001696294593950787,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
6,0.41124488489333916,-0.4249421702014445,1.1387774451670067,0.9949993047135907,0.09944770879215484,0.009147951593063506,0.0016887323982278835,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
7,0.4112448935015433,-0.4249421631161559,1.1387774482662756,0.9949956230233817,0.09958046792765865,0.008038298667216235,0.0016811680932353593,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
8,0.41124489455467467,-0.4249421622493387,1.1387774486454414,0.9949906985583892,0.0997131026846309,0.006928635701329932,0.0016736016884212224,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
9,0.41124489613355525,-0.4249421606810571,1.138777448754193,0.9949845313247635,0.09984561289740745,0.00581896408140181,0.001666033193236105,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
10,0.4112449084356667,-0.42494214846153017,1.1387774496015504,0.9949771213302083,0.09997799840047968,0.0047092851934398775,0.0016584626171332498,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
11,0.4112449014289689,-0.4249421545470507,1.1387774501164785,0.9949684685839786,0.1001102590284947,0.0035996004234612345,0.0016508899695684982,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
12,0.41124488761294514,-0.42494216654666866,1.1387774511318298,0.9949585730968816,0.10024239461625564,0.002489911157490308,0.001643315260000279,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
13,0.41124488761294514,-0.42494216654666866,1.1387774511318298,0.9949474348812775,0.10037440499872183,0.0013802187815571583,0.0016357384978895968,0.011113744075829324,0.12641239166259766,-0.17214597761631012,0.6919420957565308
